id,kaz_text,kaz_url,kaz_domain,kaz_topic,kaz_has_image,kaz_has_hyperlink,kaz_split,rus_text,rus_url,rus_domain,rus_topic,rus_has_image,rus_has_hyperlink,rus_split,eng_text,eng_url,eng_domain,eng_topic,eng_has_image,eng_has_hyperlink,eng_split,cmn_text,cmn_url,cmn_domain,cmn_topic,cmn_has_image,cmn_has_hyperlink,cmn_split
1669,"Ангел (2006), «Континуум» тәсілін ұйымдардың өнімділіктің жоғарырақ деңгейіне жетуіне көмектесу үшін пайдаланылатын әдіс ретінде түсіндіреді.",https://en.wikibooks.org/wiki/Learning_Theories/Organizational_Learning:_Practice,wikibooks,Learning Theories/Organizational Learning,no,no,devtest,"Эйнджел (2006 г.) объясняет подход ""Континуум"" как метод, используемый для помощи организациям в достижении более высокого уровня эффективности.",https://en.wikibooks.org/wiki/Learning_Theories/Organizational_Learning:_Practice,wikibooks,Learning Theories/Organizational Learning,no,no,devtest,"Angel (2006), explains the Continuum approach as a method being used to help organizations reach a higher level of performance.",https://en.wikibooks.org/wiki/Learning_Theories/Organizational_Learning:_Practice,wikibooks,Learning Theories/Organizational Learning,no,no,devtest,《天使》(2006) 将连续体方案解释为可以帮助组织达到更高绩效水平的一种方法。,https://en.wikibooks.org/wiki/Learning_Theories/Organizational_Learning:_Practice,wikibooks,Learning Theories/Organizational Learning,no,no,devtest
1670,"Нейробиологиялық деректер таным түсінігін зерттеудің теориялық тәсілінің физикалық дәлелін береді. Сондықтан бұл зерттеу ауқымын азайтып, оның дәлдігін арттырады.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest,"Данные нейробиологии дают физические свидетельства для теоретического подхода к изучению сознания. Таким образом сужается область исследования, и оно становится гораздо более точным.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest,Neurobiological data provide physical evidence for a theoretical approach to the investigation of cognition. Therefore it narrows the research area and makes it much more exact.,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest,神经生物学数据为认知研究的理论方法提供了物理证据。因此，它缩小了研究范围，并使研究更加精确。,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest
1671,Ми патологиялары мен іс-қимыл арасындағы байланыс ғалымдарды олардың зерттеулерінде қолдайды.,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest,Взаимосвязь между патологией мозга и поведением используется учёными в их исследованиях.,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest,The correlation between brain pathology and behaviour supports scientists in their research.,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest,大脑病理和行为之间的相关性可以为科学家们的研究提供支持。,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest
1672,"Әр түрлі ми жарақаттары, зақымдары, ісіктері іс-қимылға әсер етіп, психикалық функциядағы өзгерістерге әлып келуі мүмкін екендігі бұрыннан белгілі.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest,"Давно известно, что различные виды повреждений, травм, поражений и опухолей мозга влияют на поведение и вызывают изменения некоторых психических функций.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest,"It has been known for a long time that different types of brain damage, traumas, lesions, and tumours affect behaviour and cause changes in some mental functions.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest,我们很早就知道，不同类型的脑损伤、创伤、病变和肿瘤会对人的行为产生影响，并导致某些心智功能发生变化。,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest
1673,Жаңа технологиялардың өсуі бізге бұрын-соңды болмаған ми құрылымдары мен процестерін көруге және зерттеуге мүмкіндік береді.,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest,Появление новых технологий позволяет нам увидеть и исследовать невиданные ранее структуры и процессы мозга.,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest,The rise of new technologies allows us to see and investigate brain structures and processes never seen before.,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest,新技术的兴起让我们能够看到和研究大脑的结构和工作过程，这些是以前从未见过的。,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest
1674,Бұл біздің ойымыздағы процестерді түсінуге көмектесетін еліктемелік модельдерін құруға көптеген мәліметтер және материалдармен қамтамасыз етеді.,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest,"Это предоставляет нам большой объем данных и материалов для создания имитационных моделей, помогающих понять процессы, происходящие в нашем сознании.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest,This provides us with a lot of information and material to build simulation models which help us to understand processes in our mind.,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest,这为我们建立仿真模型提供了大量的信息和材料，有助于我们理解大脑运作的过程。,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Cognitive_Psychology_and_the_Brain,wikibooks,Cognitive Psycology and Neuroscience/Cognitive Neuropsychology,no,no,devtest
1675,"AI-дің ғылыми фантастикалық қосымша мағынасы болғанымен, AI іс-қимылды, оқытуды және машиналарда сананы қолдануды қамтитын компьютерлік ғылымның аса маңызды бір саласын құрайды.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest,"Несмотря на то, что ИИ прочно ассоциируется с научной фантастикой, он формирует очень важное направление компьютерных наук, рассматривающее поведение и обучение машин и ""привитие"" им интеллекта.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest,"Although AI has a strong connotation of science fiction, AI forms a very important branch of computer science, dealing with behavior, learning and intelligent adaptation in a machine.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest,人工智能有很强的科幻色彩，但它其实是计算机科学非常重要的一个分支，研究的是机器的行为、学习和智能适应。,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest
1676,Жасанды интеллек саласындағы зерттеу интеллектуалды әрекетті қажет ететін автоматтандырылған тапсырмаларды орындауға арналған машиналар жасауды қамтиды.,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest,"Исследования в области ИИ включают в себя создание машин для автоматизации задач, требующих интеллектуального поведения.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest,Research in AI involves making machines to automate tasks that require intelligent behavior.,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest,人工智能 (AI) 的研究涉及制造机器让需要智能行为的任务自动化。,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest
1677,"Мысалдар басқаруды, жоспарлауды және кесте жасауды, тұтынушы диагноздарына және сұрақтарына жауап беру қабілетін, сонымен бірге қолжазбаны тануды, дауысты және бетті қамтиды.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest,"Вот некоторые из примеров, которые можно привести: контроль, планирование и создание графика, реакция на диагнозы и вопросы клиента, а также распознавание лица, почерка и голоса.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest,"Examples include control, planning and scheduling, the ability to answer customer diagnoses and questions, as well as handwriting recognition, voice and face.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest,例子包括控制、规划和调度，回应客户诊断及客户问题的能力，还有手写识别，声音和脸部功能。,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest
1678,Мұндай нәрселер шын өмірдегі мәселелердің шешімдерін қамтамасыз ететін бөлек пәндерге айналды.,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest,"Подобные вопросы выделены в отдельные дисциплины, целью которых является решение задач, с которыми мы сталкиваемся в быту.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest,"Such things have become separate disciplines, which focus on providing solutions to real life problems.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest,所有的这些都成为了独立的学科，着重为现实生活中的问题提供解决方案。,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest
1679,"AI жүйесі қазір экономика, медицина, инженерлік іс және әскери салаларда жиі пайдаланылады, өйткені бірнеше үй компьютері және бейне ойыны бағдарламалық құралдарына кірістірілген.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest,"В настоящее время система ИИ часто используется в областях экономики, медицины, инженерии и военной сферы, будучи встроенной в некоторые программные приложения для домашних компьютеров и видеоигр.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest,"The AI ​​system is now often used in the fields of economics, medicine, engineering and the military, as has been built in several home computer and video game software applications.",https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest,人工智能系统现在经常用于经济、医学、工程学和军事领域，有些家用计算机和电子游戏软件应用程序已经有内置的人工智能系统。,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,wikibooks,Cognitive Psycology and Neuroscience/Artificial Intelligence,yes,no,devtest
1680,Далаға сапарлар кез келген сынып бөлмесінің үлкен бөлігі болып табылады. Мұғалім оқушыларды автобуспен бару мүмкін емес жерлерге апарғысы келетіні айтарлықтай жиі боалды.,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest,"Учебные экскурсии очень важны для любого класса. Очень часто учителям хочется отвезти своих учеников туда, куда нельзя доехать на автобусе.",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest,Field trips are a large part of any classroom. Quite often a teacher would love to take her students places to which a bus trip is not an option.,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest,实地考察是任何教学活动的重要组成部分。通常，老师会很乐意带学生去那些公交车无法到达的地方。,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest
1681,"Технология виртуалды өріс сапарлары арқылы шешімді ұсынады. Студенттер мұражай артефактілеріне қарай алады, аквариумға бара алады немесе сыныбында отырғанда әдемі өнерге тамсана алады.",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest,"Технология предлагает решение при помощи виртуальных экскурсий. Учащиеся могут осматривать музейные экспонаты, посещать аквариум или наслаждаться прекрасным искусством, сидя со своим классом.",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest,"Technology offers the solution with virtual field trips. Students can look at museum artifacts, visit an aquarium, or admire beautiful art while sitting with their class.",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest,虚拟实地考察是高科技的解决方案。学生可以在课堂上观看博物馆的人工制品，参观水族馆，或者欣赏精美的艺术品。,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest
1682,Виртуалды түрде экскурсияны көрсету де экскурсия туралы пікір жинау және келешек сабақтарда тәжірибемен алмасу үшін керемет мүмкіндік.,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest,Выкладывание экскурсии в виртуальное пространство для всеобщего обозрения — это также отличный способ освежить в памяти экскурсию и поделиться своим полученными знаниями с будущими классами.,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest,Sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes.,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest,以虚拟方式分享实地考察，也是回顾行程以及与以后班级分享经验的好办法。,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest
1683,"Мысалы, Солтүстік Каролина штатындағы Беннет мектебінің студенттері жыл сайын штат астанасына сапары туралы веб-сайтын жасайды, бұл веб-сайт жыл сайын қайта жасалады, бірақ ескі нұсқалар альбом ретінде онлайн сақталады.",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest,"Например, ежегодно учащиеся школы Беннет в Северной Каролине создают сайт о своём посещении столицы штата, и каждый год этот сайт обновляется, но доступ к старым версиям по-прежнему сохраняется — они служат памятным альбомом.",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest,"For example, each year students from Bennet School in North Carolina design a website about their trip to the State Capital, each year the website gets remodeled, but old versions are kept online to serve as a scrapbook.",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest,例如，北卡罗莱纳州本尼特学校 ( Bennet School) 的学生每年都会设计一个有关他们的州府之行的网站。网站每年都会重新设计，但是老版本会在线保存，用作剪贴簿。,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_3-6,wikibooks,Blended Learning/Field trips,no,yes,devtest
1684,"Сондай-ақ блогтар оқушылардың жазуын жақсартуға көмектеседі. Оқушылар блог тәжірибесін көбінесе немқұрайлы грамматикамен және емлемен бастағанымен, аудиторияның болуы әдетте бұл жағдайды өзгертеді.",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest,"Блоги также могут улучшить навыки письма у учащихся. Хотя учащиеся часто начинают свой блог используя неряшливую грамматику и орфографию, это как правило меняется из-за присутствия аудитории.",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest,"Blogs can also help improve student writing. While students often begin their blog experience with sloppy grammar and spelling, the presence of an audience generally changes that.",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest,博客还能帮助学生提高写作能力。尽管学生们开始写博客时，用的语法和拼写往往都很马虎，读者的出现通常会改变这一状况。,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest
1685,"Студенттер сыни көзқараспен қарайтын аудитория болғандықтан, блог авторы сыни пікірлерді болдырмау үшін мазмұн сапасын жақсартуға әрекет етеді.",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest,"Поскольку студенты зачастую — самая критичная аудитория, автор блога начинает стремиться к совершенствованию своего письма для того, чтобы избежать критики.",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest,"Since students are often the most critical audience, the blog writer begins to strive to improve writing to avoid criticism.",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest,学生往往是最挑剔的读者，所以博客作者开始努力提高写作水平，避免受到批判。,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest
1686,"Сонымен қатар блог жүргізу «студенттерді қоршаған әлем туралы білімді болуға мәжбүр етеді». Көрермендердің қызығушылығын ояту қажеттілігі студенттерді ақылды және қызықты болуға шабыттандырады (Тото, 2004).",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest,"Еще, ведя блог, ""ученики начинают лучше понимать окружающий мир"". Ученики вдохновляются на то, чтобы быть умными и интересными, привлекая внимание читателей (Тото, 2004).",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest,"Also blogging ""forces students to become more savvy about the world around them."" The need to feed the interest of the audience inspires students to be clever and interesting (Toto, 2004).",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest,此外，写博客也“迫使学生对周遭世界更具洞察力“。为满足观众兴趣，学生们受此鼓舞，变得聪明和有趣起来。,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest
1687,Блоггинг — бірлесіп жұмыс істеуге шабыттандыратын және оқушыларды дәстүрлі мектеп күнінен кеңейтуге ынталандыратын құрал.,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest,"Блоггерство является инструментом, стимулирующим сотрудничество, и оно мотивирует учащихся распространить процесс приобретения знаний далеко за пределы традиционного учебного дня.",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest,"Blogging is a tool that inspires collaboration, and encourages students to extend learning well beyond the traditional school day.",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest,写博客是一种能够激发合作的工具，还能鼓励学生把学习延伸到传统的学校授课之外。,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest
1688,"Блогтарды тиісті түрде қолдану студенттердің аналитикалық және критикалық ойлауын әлдеқайда күшейтуі мүмкін. Интернет материалдарына белсенді түрде жауап беру арқылы олар басқа адамдардың жазбаларына қатысты өздерінің позициясын айқындай алады, сондай-ақ нақты бір мәселелер бойынша өздерінің көзқарастарын білдіре алады (Oravec, 2002).",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest,"Надлежащее использование блогов может дать учащимся возможность стать более аналитичными и критичными. Путём активного отклика на интернет-материалы учащиеся могут определять свою позицию в контексте чужих работ, а также излагать свои собственные взгляды на конкретные вопросы (Оравек, 2002).",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest,"Appropriate use of blogs ""can empower students to become more analytical and critical; through actively responding to Internet materials, students can define their positions in the context of others' writings as well as outline their own perspectives on particular issues (Oravec, 2002).",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest,"""适当使用博客，""可以使学生变得更善于分析和进行思辨；通过积极回应网络材料，学生们可以在他人文章的上下文语境中找到自己的立场，并能够针对特定问题提出自己的观点（Oravec, 2002）。""",https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,wikibooks,Blended Learning/Blogging,no,no,devtest
1689,"Оттава - Канаданың таңқалдырарлық, екітілді астанасы және онда Канаданың тарихы мен бүгінін бейнелейтін көптеген өнер галереялары мен музейлер ұсынылған.",https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest,"Оттава — это прелестная двуязычная столица Канады с огромным количеством художественных галерей и музеев, открывающих прошлое и настоящее Канады.",https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest,"Ottawa is Canada's charming, bilingual capital and features an array of art galleries and museums that showcase Canada's past and present.",https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest,渥太华是加拿大的首都，富有魅力且采用使用双语制，亮点是一系列展示着加拿大过去和现在的艺术画廊和博物馆。,https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest
1690,"Ары оңтүстікке қарай Ниагара сарқырамасы, ал солтүстікте Мускоканың пәк, қол тимеген сұлу табиғаты орналасқан.",https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest,"Далее на юг расположен Ниагарский водопад, а север является вотчиной нетронутой природной красоты Мускоки и прилегающих областей.",https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest,Farther south is Niagara Falls and the north is home to the untapped natural beauty of the Muskoka and beyond.,https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest,再往南是尼亚加拉大瀑布，往北则是马斯科卡河 (Muskoka) 及河对面未开发的自然美景。,https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest
1691,Мұның бәрі Онтарионы ерекшелеп сырттан келуші адамдар канадалық деп есептейді.,https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest,Все это и многое другое делает Онтарио чем-то по-настоящему канадским в глазах иностранцев.,https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest,All these things and more highlight Ontario as what is considered quintessentially Canadian by outsiders.,https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest,诸此种种都让安大略省成为了外来人士所想的加拿大典型模样。,https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest
1692,"Солтүстікте ары қарай орналасқан үлкен аумақтарда халық өте сирек қоныстанған, ал кейбіреулері елсіз дерлік жабайы жерлер.",https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest,"Большие области далее к северу довольно редко заселены, а некоторые из них – практически незаселённая глушь.",https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest,Large areas further north are quite sparsely populated and some is nearly uninhabited wilderness.,https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest,再往北的广袤地区人烟稀少，有些地方是杳无人烟的荒野。,https://en.wikivoyage.org/wiki/Canada,wikivoyage,"travel, tourism",yes,yes,devtest
